Group,Solution Id,Language,Complaint Id,Sysmtom,Confirmation,Check Point,Procedure,Root Cause,Solution,Key,is_active
EPSAC,282,English,28,High discharge oil temperature,Check if the compressor discharge oil temperature is >105 degC (221degF) irrespective of ambient temperature,Is the oil quality deteriorated?,1) Drain the oil and check visually 2) Check oil change history 3) Burning smell 4) Sticky oil,1) Residual oil not drained properly at the time of oil change 2) Oil not changed at recommended interval 3) Oil filters not replaced at recommended interval 4) Water content in the oil 5) Oil change procedure not adhered to 6) Wrong grade of oil used,1) Change the oil as recommended in the operations manual 2) Advise the customer about importance on time consumables change in the compressor 3) Advise the customer about genuine spares use in the compressor.,"bad oil quality, oil varnish,poor quality of oil",0
EPSAC,283,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Is there no display on controller screen ?,Visually check the controller display,1. Controller fuse blown 2. Control transformer failure 3. Controller failure,1) Check the controller fuse and replace if blown. Check other control fuses also and replace if blown. Press the reset button on the controller and restart the compressor 2)Check and replace the transformer. Press the reset button on the controller and restart the compressor 3) Replace the controller,"Controller fuse blown , fuse blown, transformer failure,controller failure",0
EPSAC,284,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Is the controller keypad(start button) not responding ?,Press the start button on the controller and check,1) Fault message display on controller screen 2) Pressure scheduler enabled 3) Compressor(s) controlled remotely 4) Auto restart time delay increased in the controller 5) Controller keypad malfunction,1) Follow the recommended steps for the respective fault message(s) in the check points 2) Disable the pressure scheduler and press the reset button on the controller. Restart the compressor and enable the pressure scheduler in the controller. 3) Press the start button on the compressor(s) and press the start button on the remote controller (DCS) 4) Check and reset the auto restart delay time as recommended in operations manual. 5) Replace the controller,"keypad malfunction, controller keypad failure, start button not working, compressor not starting",0
EPSAC,285,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message, ""Pr.probe failure or Tr.probe failure"" on the controller display ?",Visually check the controller display,1) Pressure sensor or temperature sensor cable loose connection 2) Cable broken 3) Wrong cable connection,1) Connect the sensor cable properly 2) Replace the cable 3) Check and change polarity as recommended in manual,"temperature probe failure, temperature sensor failure, pressure sensor failure,pressure transmitter failure, pressure probe failure",0
EPSAC,286,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""Cooler motor O/Load trip"" on controller display ?",Visually check the controller display,1) Over load relay malfunction 2) Fan bearing / Winding failure,1) Replace the over load relay 2) Replace the cooling fan,"cooling fan failure , cooling fan overload",0
EPSAC,287,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""Main motor over load "" on controller display ?",Visually check the controller display,1. Over load relay malfunction 2. Nuisance trip 3. Motor bearing or winding failure 4. Seizure of airend rotors 5. Motor is not rotating due to fault codes appearing in the VFD display 6. Air oil separator choke 7. Low voltage at the customer's site,"1. Replace main motor overload relay 2. press the reset button on the controller and restart the compressor 3. Repair or replace the motor 4. Repair or replace the airend 5. Follow the procedure in ""VFD problem""symptom for the respective fault codes. 6. Check if the delta P >1bar and replace the separator 7. Advise customer to restore with the required voltage. Press the reset button on the controller and restart the compressor.","main motor overload, motor failure,",0
EPSAC,288,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""Rev Rot / Ph fail"" ( Neuron II) or ""Phase loss / Reverse "" ( Neuron III / NXT) on controller display ?",Visually check the controller display,1) Wrong phase connection 2) Single phase preventer malfunction (SPP) 3) Phase loss ( Neuron III ),1) Provide incoming power connection as recommended in operations manual. Press the reset button on the controller and restart the compressor 2) Replace the single phase preventer (SPP) .Press the reset button on the controller and restart the compressor. 3) Check and restore the site voltage. Press the reset button on the controller and restart the compressor.,"reverse rotation, phase loss,single phasing",0
EPSAC,289,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""Tr.high"" on controller display?",Visually check the controller display,1) High discharge oil temperature,"1) Follow ""High discharge oil temperature"" fault diagnosis steps. Press the reset button on the controller and restart the compressor.",High sump pressure trip,0
EPSAC,290,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""Sump pressure not developing"" on controller display ?",Visually check the controller display,1) Compressor not loading,"1) Follow ""compressor not loading"" fault diagnosis steps. Press the reset button on the controller and restart the compressor.",compressor not loading trip,0
EPSAC,291,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""Power interruption"" on controller display?",Visually check the controller display,1) Incoming power supply loss,1) Restore the input power in the field.Press the reset button on the controller and restart the compressor.,power loss,0
EPSAC,292,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""Low voltage"" on controller display?",Visually check the controller display,1) Low voltage at customer site,1) Advise customer to restore with the required voltage.Press the reset button on the controller and restart the compressor.,Low voltage,0
EPSAC,293,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""Dis.pressure not developing"" on controller display?",Visually check the controller display,1) Pressure not reaching operating pressure,"1) Follow ""pressure not reaching operating pressure"" fault diagnosis steps. Press the reset button on the controller and restart the compressor.",pressure not reaching trip,0
EPSAC,294,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""HSP(AS)"" on controller display?",Visually check the controller display,1) High sump pressure,"1) Follow ""High sump pressure trip"" fault diagnosis steps. Press the reset button on the controller and restart the compressor.",High sump pressure trip,0
EPSAC,295,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""","Is there a fault message ""HSP(AD)"" on controller display?",Visually check the controller display,1. High sump pressure,"1. Follow ""High sump pressure trip"" fault diagnosis steps",High sump pressure trip,0
EPSAC,296,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Is there a control relay failure (CR) ?,Visually check the control relay indicator (wherever applicable ),1) No continuity in the relay,1) Check and replace the control relay (CR1). Press the reset button on the controller and restart the compressor.,control relay failure,0
EPSAC,297,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Is there a controller relay malfunction ( Inside neuron controller) ?,Check the continuity with multimeter,1) Controller relay malfunction,1) Check and replace the controller,Controller relay failure,0
EPSAC,298,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Is there a main contactor failure ?,Check the continuity in the main contactor in power off condition with multimeter,1) Contact terminals inside the contactor failure,1) Check and replace the contactor. Press the reset button on the controller and restart the compressor.,Contactor failure,0
EPSAC,299,English,29,Compressor not starting,"Check if the compressor does not start upon the following conditions: 1) MCCB or Isolator turned on 2) Power supply available 3) Emergency push button in the released condition 4) Neuron displays ""Run mode""",Is there a emergency stop button failure ?,Check the continuity of NC contacts by using multimeter,1) Emergency stop button NC contact not closed,1) Replace the emergency stop button,"estop button, emergency stop button, emergency push button",0
EPSAC,300,English,30,Compressor not loading,Check if the compressor pressure is equal to the compressor unload pressure in load mode.,"Is ""Unload"" mode enabled on the controller ?",Visually check the controller display,1. Wrong setting,"1. Disable the ""Unload"" mode in the controller setting",compressor not loading,0
EPSAC,301,English,30,Compressor not loading,Check if the compressor pressure is equal to the compressor unload pressure in load mode.,Is the solenoid coil failed?,1) Check incoming voltage 24V for 60Hz machines using multimeter 2) Check incoming voltage 230V for 50Hz machines using multimeter,1) Solenoid coil burnt,1) Replace the solenoid valve,"solenoid coil burnt,solenoid coil failure",0
EPSAC,302,English,30,Compressor not loading,Check if the compressor pressure is equal to the compressor unload pressure in load mode.,Is the solenoid valve stuck?,Perform physical inspection,1) Solenoid valve internal parts failure,1) Replace the solenoid valve,solenoid valve stuck,0
EPSAC,303,English,30,Compressor not loading,Check if the compressor pressure is equal to the compressor unload pressure in load mode.,Is the solenoid valve pulse line blocked?,Visually check the solenoid valve,1) Solenoid valve blockage due to dust / rust,"1) Clean or replace, based on solenoid valve condition",solenoid valve orifice blockage,0
EPSAC,304,English,30,Compressor not loading,Check if the compressor pressure is equal to the compressor unload pressure in load mode.,Is there an intake valve malfunction ?,Visually check the intake valve,1) Intake valve stuck at closed condition 2) Intake valve actuator stuck (if applicable),1) Clean or replace the intake valve kit 2) Check and replace actuator kit,"Inlet valve stuck,suction valve stuck,actuator stuck,",0
EPSAC,305,English,30,Compressor not loading,Check if the compressor pressure is equal to the compressor unload pressure in load mode.,Is there a block in pressure regulator? ( If applicable ),Perform physical check for air output through pressure regulator,1) Entry of foreign particles,1) Clean or replace the pressure regulator,pressure regulator orifice blockage,0
EPSAC,307,English,31,High sump pressure,1) Check if the sump pressure is higher than working pressure + 1bar (75kw and below) using pressure gauge on sump. 2) Check if the sump pressure is higher than working pressure +1.5bar ( above 75kw ) in the controller display.,Is the high sump pressure setting wrong?,Visually check the controller display,1. Wrong high sump pressure setting,1. Change the setting and press the reset button on the controller,Wrong high sump pressure setting,0
EPSAC,308,English,31,High sump pressure,1) Check if the sump pressure is higher than working pressure + 1bar (75kw and below) using pressure gauge on sump. 2) Check if the sump pressure is higher than working pressure +1.5bar ( above 75kw ) in the controller display.,Is there a relay failure (to solenoid valve) in the controller ?,Check continuity on the relay for solenoid valve with multimeter,1. Relay internal parts failure,1. Replace the controller,controller relay failure,0
EPSAC,309,English,31,High sump pressure,1) Check if the sump pressure is higher than working pressure + 1bar (75kw and below) using pressure gauge on sump. 2) Check if the sump pressure is higher than working pressure +1.5bar ( above 75kw ) in the controller display.,Is there a solenoid valve malfunction ?,Perform physical check of plunger movement in the solenoid valve.,1) Solenoid valve stuck,1) Replace the solenoid valve,"solenoid valve malfunction, solenoid valve not de-energized",0
EPSAC,310,English,31,High sump pressure,1) Check if the sump pressure is higher than working pressure + 1bar (75kw and below) using pressure gauge on sump. 2) Check if the sump pressure is higher than working pressure +1.5bar ( above 75kw ) in the controller display.,Is there an intake valve malfunction ?,Perform physical check for intake valve flap movement,1) Intake valve stuck in open condition during unloading,1) Replace intake valve kit,"intake valve stuck open,intake valve malfunction",0
EPSAC,311,English,31,High sump pressure,1) Check if the sump pressure is higher than working pressure + 1bar (75kw and below) using pressure gauge on sump. 2) Check if the sump pressure is higher than working pressure +1.5bar ( above 75kw ) in the controller display.,Is there a blow down valve malfunction ?,Check free movement of piston inside the blow down valve,1) Blowdown valve stuck in closed condition during unloading,1) Replace the blowdown valve,"blow down valve malfunction,blow down valve stuck in closed condition",0
EPSAC,312,English,31,High sump pressure,1) Check if the sump pressure is higher than working pressure + 1bar (75kw and below) using pressure gauge on sump. 2) Check if the sump pressure is higher than working pressure +1.5bar ( above 75kw ) in the controller display.,Is there a minimum pressure valve malfunction ?,Perform the physical check on the MPV.,1) MPV stuck in closed condition,1) Replace the MPV kit,minimum pressure valve malfunction,0
EPSAC,313,English,31,High sump pressure,1) Check if the sump pressure is higher than working pressure + 1bar (75kw and below) using pressure gauge on sump. 2) Check if the sump pressure is higher than working pressure +1.5bar ( above 75kw ) in the controller display.,Is pressure difference between air oil separator and sump > 1.0 bar ? ( If applicable),1) Check the pressure difference between sump and line using pressure gauge and visual check of controller (where sump pressure sensor is not available ) 2) Check the pressure difference between sump and line visually in the of controller. (where sump pressure sensor is available ),1) Separator element choked,1) Replace the air-oil separator element,separator element choke,0
EPSAC,314,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is compressor operating pressure is less than MPV set pressure ?,Visually check the controller display,1. Pressure not reaching operating pressure,"1. Follow ""pressure not reaching operating pressure"" fault diagnosis steps",pressure not reaching operating pressure,0
EPSAC,315,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is the oil level higher than the maximum level?,Visually check the sight glass,1) Oil filled more than the maximum level,1) Drain the excess oil and maintain the recommended level,high oil level,0
EPSAC,316,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is the separator element due for replacement?,Check warning history / run hours in the controller,1) Separator element service due,1) Replace air-oil separator element and top up oil to the recommended level,Separator collapsed /punctured air oil separator collapses or punctured,0
EPSAC,317,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is pressure difference between air oil separator and sump < 0.1bar ? ( If applicable),Visually check the pressure difference between sump and line pressure,1) Separator collapsed / punctured,1) Replace air-oil separator element and top up oil to the recommended level,"air oil separator punctured, separator punctured",0
EPSAC,318,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is the oil return line orifice blocked?,Visually check the return line orifice,1) Suspended particles in oil,1) Clean the oil return line orifice and top up oil to the recommended level,oil return line blockage,0
EPSAC,319,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is the non return valve (NRV) assembled in the wrong direction ?,Visually check the non return valve (NRV) direction,1) Wrong assembly,1) Check and refit the NRV in correct direction and top up oil to the recommended level,"NRV wrong fitment , non return valve wrong fitment",0
EPSAC,320,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is the return line NRV stuck or malfunctioning ?,Perform the physical test,1) NRV (non return valve) failure,1) Check and replace the NRV (non return valve) and top up oil to the recommended level,Non return valve (NRV),0
EPSAC,321,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is the spin on air oil separator tube damaged ?(If applicable),Visually check the air oil separator tube,1) Tube thread damaged 2) O-ring damaged inside the pipe,1) Replace the separator pipe 2) Replace the O-ring,"spin on air oil separator tube damage , o'ring failure",0
EPSAC,322,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is the minimum pressure valve opening before the set pressure ?,Check sump pressure using a pressure gauge with air outlet ball valve open condition,1) MPV spring failure,1) Replace the MPV kit and top up oil to the recommended level,minimum pressure valve opening early,0
EPSAC,323,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is the distance of 3-6mm between scavenge tube and air oil separator bottom not maintained (If applicable) ?,Measure the distance between scavenge tube and air oil separator,1) Wrong fitment,1)Maintain the distance between scavenge tube and air-oil separator as recommended in the operations manual,wrong fitment of scavenge tube distance,0
EPSAC,324,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is air demand high in the application(s) ?,Check with customer and understand the recent changes in air requirements,1) Utility capacity not matching with application demand,1) Advise customer to perform air demand analysis and advise appropriately,pressure not reaching operating pressure,0
EPSAC,325,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is the operating pressure set wrong in the controller ?,Visually check the set operating pressure in the controller display,1) Wrong operating pressure setting,1) Check and reset the operating pressure as per application requirements,Wrong pressure setting,0
EPSAC,326,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is the auto drain valve on the moisture separator open continuously?,Visually check the auto drain valve,1) Auto drain valve stuck in open position,1) Clean or replace the auto drain valve,"Auto drain valve stuck, ADV exhaust",0
EPSAC,327,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is the suction prefilter choked ?,Visually check the prefilter,1) Dust accumulation in the suction prefilter,"1) Clean or replace prefilter based on the condition. If environment is dusty and cannot be controlled, follow the recommendation in the operations manual.","prefilter choke, pre filter choke.",0
EPSAC,328,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is the air filter element choked ?,Visually check the clog indicator,1) Air filter element replacement due 2) Dust accumulation in the air filter element,"1) Replace the air filter element and advise customer to replace as per recommended interval 2) Clean or replace air filter based on the condition. If environment is dusty, follow the recommendations in the manual",Air filter element choke,0
EPSAC,329,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Are there any air leaks in the service lines ?,Physically test for air leaks by bubble leak test method,1) Loose joints or weld cracks,1) Check and re-tighten the joints or replace the part(s),"joint leak , air leak",0
EPSAC,330,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is there a leak in the after cooler ?,Physically test for air leaks by bubble leak test method,1) After-cooler punctured,1) Replace the after-cooler,air leak in the after cooler,0
EPSAC,331,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is there a pressure regulator malfunction ?,Physically test the pressure regulator,1) Pressure regulator internal parts failure 2) Pressure regulator setting wrong,1) Replace the pressure regulator 2) Correct the pressure regulator setting,pressure regulator malfunction,0
EPSAC,332,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is there an intake valve malfunction ?,Perform physical check for intake valve flap movement,1) Actuator stuck in partially closed condition (wherever applicable) 2) Intake valve flap stuck,1) Clean or replace the actuator kit 2) Clean or replace the intake valve kit,"actuator malfunction, intake valve malfunction",0
EPSAC,333,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is there a blow down valve malfunction during loading?,Perform physical check for air leak through blowdown valve during loading,1) Blowdown valve piston stuck in partially open condition,1) Replace the blowdown valve kit,blow down valve stuck partially,0
EPSAC,334,English,36,Fire in separator element,Check for burning symptom around separator tank,Ìs earthing not done ?,Visually check for earthing,1) Earthing not provided from sump to compressor base (applicable for AVM-mounted sump) 2) Earthing not provided from compressor base to ground,1) Check and do the earthing as recommended in the operations manual and replace separator element along with additional required parts,earthing not done,0
EPSAC,335,English,36,Fire in separator element,Check for burning symptom around separator tank,Is earthing done improperly ?,Visually check for proper earthing,1) Earthing not properly grounded from compressor base,1. Check and do the earthing as per recommended in the operations manualand replace separator element along with additional required parts,Improper earthing,0
EPSAC,336,English,36,Fire in separator element,Check for burning symptom around separator tank,Is there no conductivity between separator and sump ?,Visually check for proper conductivity between separator and sump,1) Separator gasket not stapled (where non-self-conductive gasket used). 2) Spurious separator element used. 3) Separator gasket stapled pin is not in 100% contact with top plate and tank.,1) Replace separator element along with additional required parts. 2) Replace with genuine separator element as recommended in the operations manual.,"separator element is not properly stapled,separator element fire",0
EPSAC,337,English,37,Safety valve opening,Check if safety valve is opening while compressor is running,Is there a safety valve malfunction ?,Check if safety valve is opening before the set pressure using pressure gauge on sump.,1) Safety valve internal parts failure 2) Incorrect safety valve used,1) Replace safety valve 2) Replace correct safety valve,Safety valve malfunction,0
EPSAC,338,English,37,Safety valve opening,Check if safety valve is opening while compressor is running,Is the safety valve pressure setting seal damaged ?,Visually check the safety valve,1.Safety valve setting tampered,1. Replace safety valve,Safety valve setting tampered,0
EPSAC,339,English,37,Safety valve opening,Check if safety valve is opening while compressor is running,Is the sump pressure greater than high sump set pressure ?,1) Check the sump pressure with pressure gauge (75kw and below),"1) Follow ""High sump pressure"" fault diagnosis steps","1) Follow ""High sump pressure"" fault diagnosis steps","High sump pressure trip not working, Safety valve opening,pressure relief valve malfunction",0
EPSAC,340,English,35,Pressure not reaching operating pressure,Check if the discharge pressure on the controller display is lesser than operating pressure and greater than MPV set pressure,Is VFD running at low speed ? (If applicable ),Visually check LCP display on the VFD,"1. Wrong setting of AO scaling in the neuron controller (applicable for integrated VFD models) 2. Optimum speed setting is enabled in the neuron controller (applicable for integrated VFD models) 3. Wrong setting standby time in the neuron controller (applicable for integrated VFD models) 4. Unload mode is in enabled in the neuron controller (applicable for integrated VFD models) 5. VFD dip switch mode is not in ‘Voltage’ mode in the VFD setting (applicable for integrated VFD models) 6. VFD dip switch mode is not in ""Current"" mode in VFD setting (Applicable for stand alone VFD models) 7. Wrong maximum setting of output frequency (applicable for both standalone and integrated VFD models).","1) Check and correct the AO scaling in the neuron controller as per recommendation. 2) Disable optimum speed setting in the neuron controller. 3) Check and correct the standby setting in the controller as recommended. 4) Disable unload mode in the neuron controller. Check and ensure the stand by time as recommended in the operations manual."" 5) Check and change dip switch mode to ‘Voltage’. 6) Check and change dip switch mode to ‘Current’. 7) Check and correct the maximum output frequency for 50Hz machines set 55Hz and for 60Hz machines, set 65Hz in the VFD parameter ID: 419.","vfd speed low,inverter speed low, variable frequency drive low speed",0
EPSAC,341,English,32,High oil carry over in the service line,1) Check for oil traces in drain water from the moisture separator 2) Check for oil traces in the air filter housing during unloading 3) Check for oil traces in drain water from air receiver drain.,Is water accumulated in the sump ?,Check for water content in the sump by opening the oil drain ball valve,"1) Thermal valve malfunction 2) Air outlet pipe connected to the bottom of main air pipe 3) MPV stuck in open condition 4) Compressor fitted with ""Normally open"" type thermal valve","1) Replace the thermal valve 2) Check and change the air outlet pipe connection as recommended in the operations manual. 3) Replace the MPV kit 4) Replace with ""Normally closed"" type thermal valve retrofit kit","Thermal valve malfunction, minimum pressure valve malfunction,mpv malfunction,",0
EPSAC,343,English,36,Fire in separator element,Check for burning symptom around separator tank,Is the oil quality deteriorated ?,"Refer steps for ""Oil quality deteriorated"" in ""High discharge oil temperature ""","Refer steps for ""Oil quality deteriorated"" in ""High discharge oil temperature ""","Refer steps for ""Oil quality deteriorated"" in ""High discharge oil temperature ""","poor quality of oil, bad oil quality",0
EPSAC,344,English,37,,,Is unloading happening in the compressor ?,1) Check if compressor unloads after closing air outlet ball valve in the compressor. 2) Check if compressor unloads at the time of less air demand in the application.,1) Contactor failure in the control panel,1) Replace the contactor,Contactor for unloading is malfunctioning,0
EPSAC,345,English,33,,,Is there an intake valve malfunction ?,Perform physical check of the non-return valve inside the intake valve for proper movement,1) Sluggish operation of non-return valve inside the intake valve,1) Replace the intake valve kit,"Oil back flow, oil leakage through suction",0
EPSAC,346,English,33,,,Is the oil carry over high in the compressor ?,"Follow ""High oil carry over"" fault diagnosis steps","Follow ""High oil carry over"" fault diagnosis steps","Follow ""High oil carry over"" fault diagnosis steps","Oil back flow , oil traces in the suction side,oil carry over",0
EPSAC,347,English,37,,,Is there ice formation in the integrated dryer?,1)Visually check if the dew point is less than 0 degC 2) Check the refrigerant suction pressure <45psig (R407C),1. Low utilization 2. Hot gas bypass valve cap tampered 3. Dryer fan continuous running due to pressure switch malfunction in the dryer 4. Dryer auto drain valve blockage 5. Dryer auto drain valve coil failure,1. Advise the customer to maintain duty cycle as per recommendations. 2. Check and reset the hot gas bypass valve. 3. Replace the pressure switch in the dryer. 4. Clean and refit. 5. Replace the ADV assembly.,Dryer ice formation (integrated),0
EPSAC,348,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is PID gain time setting wrong? (applicable for standalone VFD only),Visually check the VFD,Wrong setting of PID gain time,Check and correct the PID gain time setting in the parameters ID: 733 & 734 as recommended VFD electrical drawing.,PID gain time setting wrong,0
EPSAC,349,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is the VFD always running at full speed? (applicable for standalone VFD only),Visually check the VFD,1. Wrong minimum and maximum pressure setting,1. Check and correct the pressure setting in the VFD,VFD running at full speed,0
EPSAC,350,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is there no response in the VFD? (applicable for standalone VFD only),Visually check the VFD,1. Wrong setting of dip switch mode,"1. Check and change the dip switch mode to ""Current"".",No response in the VFD,0
EPSAC,351,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is the LCP display screen blank?,Visually check the VFD display,1. LCP internal fault or drive internal parts failure,2. Contact the nearest Danfoss service personnel.,VFD LCP display blank,0
EPSAC,352,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 4’ fault code appearing in the LCP display?,Description of ALARM 4: Main phase loss. This can be visually checked in the VFD LCP display,1. A phase is missing on the incoming supply side. 2. Voltage imbalance is more than 3% 3. Fault in the input rectifier on the VFD,"1&2 . Check the incoming supply voltage to the VFD and correct it. If still not solved, contact the nearest Danfoss service personnel. 3. Ensure option 14-12 parameter is in active mode. If still not solved, contact nearest danfoss service personnel.",ALARM 4: Main phase loss,0
EPSAC,353,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘WARNING 5’ fault code appearing in the LCP display?,Description of Warning 5 : DC link voltage high. This can be visually checked in the VFD LCP display.,1. High incoming voltage,"1. Check the incoming supply voltage to the VFD and correct it. If still not solved, contact the nearest Danfoss service personnel.",Warning 5 : DC link voltage high.,0
EPSAC,354,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘WARNING 6’ fault code appearing in the LCP display?,Description of Warning 6:DC link voltage low. This can be visually checked in the VFD LCP display.,1. Low incoming voltage,"1. Check the incoming supply voltage to the VFD and correct it. If still not solved, contact the nearest Danfoss service personnel.",WARNING 6: DC link voltage low.,0
EPSAC,355,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 7’ fault code appearing in the LCP display?,Description of ALARM 7:DC over voltage . This can be visually checked in the VFD LCP display.,1. High incoming voltage,"1. Check the incoming supply voltage to the VFD and correct it. If still not solved, contact the nearest Danfoss service personnel.",ALARM 7: DC overvoltage,0
EPSAC,356,English,34,VFD fault codes,Visually check for warning/ alarm codes on LCP display or Blank display.,Is ‘ALARM 8’ fault code appearing in the LCP display?,Description of ALARM 8:DC under voltage . This can be visually checked in the VFD LCP display.,1. Low incoming voltage,"1. Check the incoming supply voltage to VFD and correct it. If still not solved, contact nearest Danfoss service personnel.",ALARM 8:DC under voltage,0
